industry_code,industry_name,ticker,name,weight,declare_date
801140,轻工制造,002969,嘉美包装,1.3656,2021-12-13
801140,轻工制造,003003,天元股份,0.28,2021-12-13
801140,轻工制造,003011,海象新材,0.301,2021-12-13
801140,轻工制造,003012,东鹏控股,0.5886,2021-12-13
801140,轻工制造,003018,金富科技,1.3089,2021-12-13
801140,轻工制造,300329,海伦钢琴,0.4397,2021-12-13
801140,轻工制造,300501,海顺新材,0.3707,2021-12-13
801140,轻工制造,300616,尚品宅配,0.3815,2021-12-13
801140,轻工制造,300640,德艺文创,0.3269,2021-12-13
801140,轻工制造,300703,创源股份,0.4101,2021-12-13
801140,轻工制造,300729,乐歌股份,0.5022,2021-12-13
801140,轻工制造,300749,顶固集创,0.7949,2021-12-13
801140,轻工制造,300883,龙利得,0.394,2021-12-13
801140,轻工制造,300993,玉马科技,0.2752,2021-12-13
801140,轻工制造,301004,嘉益股份,0.3642,2021-12-13
801140,轻工制造,301055,张小泉,0.4195,2021-12-13
801140,轻工制造,301061,匠心家居,0.722,2021-12-13
801140,轻工制造,301062,上海艾录,0.5294,2021-12-13
801140,轻工制造,301113,雅艺科技,0.1473,2021-12-13
801140,轻工制造,301193,家联科技,0.3065,2021-12-13
801140,轻工制造,301198,喜悦智行,0.2727,2021-12-13
801140,轻工制造,600103,青山纸业,1.5172,2021-12-13
801140,轻工制造,600210,紫江企业,1.7417,2021-12-13
801140,轻工制造,600235,民丰特纸,0.3439,2021-12-13
801140,轻工制造,600308,华泰股份,0.7832,2021-12-13
801140,轻工制造,600337,ST美克,0.1923,2021-12-13
801140,轻工制造,600356,恒丰纸业,0.454,2021-12-13
801140,轻工制造,600433,冠豪高新,0.8461,2021-12-13
801140,轻工制造,600567,山鹰国际,1.6056,2021-12-13
801140,轻工制造,600793,宜宾纸业,0.3361,2021-12-13
801140,轻工制造,600963,岳阳林纸,0.8593,2021-12-13
801140,轻工制造,600966,博汇纸业,0.8555,2021-12-13
801140,轻工制造,601515,衢州东峰,0.7738,2021-12-13
801140,轻工制造,601968,宝钢包装,0.6932,2021-12-13
801140,轻工制造,603008,ST喜临门,0.5469,2021-12-13
801140,轻工制造,603021,*ST华鹏,0.4071,2021-12-13
801140,轻工制造,603022,新通联,0.2866,2021-12-13
801140,轻工制造,603058,永吉股份,0.6124,2021-12-13
801140,轻工制造,603165,荣晟环保,0.6581,2021-12-13
801140,轻工制造,603180,金牌家居,0.189,2021-12-13
801140,轻工制造,603195,公牛集团,3.1266,2021-12-13
801140,轻工制造,603208,江山欧派,0.2255,2021-12-13
801140,轻工制造,603221,爱丽家居,0.4683,2021-12-13
801140,轻工制造,603226,菲林格尔,0.9279,2021-12-13
801140,轻工制造,603313,梦百合,0.5561,2021-12-13
801140,轻工制造,603326,我乐家居,0.2001,2021-12-13
801140,轻工制造,603385,惠达卫浴,0.2273,2021-12-13
801140,轻工制造,603389,亚振家居,1.1955,2021-12-13
801140,轻工制造,603408,建霖家居,0.3668,2021-12-13
801140,轻工制造,603429,*ST集友,0.682,2021-12-13
801140,轻工制造,603499,翔港科技,0.6147,2021-12-13
801140,轻工制造,603600,永艺股份,0.4218,2021-12-13
801140,轻工制造,603607,京华激光,0.5754,2021-12-13
801140,轻工制造,603610,麒盛科技,0.5686,2021-12-13
801140,轻工制造,603615,茶花股份,0.5367,2021-12-13
801140,轻工制造,603661,恒林股份,0.3226,2021-12-13
801140,轻工制造,603687,大胜达,1.1823,2021-12-13
801140,轻工制造,603709,中源家居,0.1648,2021-12-13
801140,轻工制造,603733,仙鹤股份,0.7224,2021-12-13
801140,轻工制造,603801,志邦家居,0.3839,2021-12-13
801140,轻工制造,603816,顾家家居,2.4024,2021-12-13
801140,轻工制造,603818,曲美家居,0.3862,2021-12-13
801140,轻工制造,603833,欧派家居,1.2306,2021-12-13
801140,轻工制造,603838,*ST四通,0.3375,2021-12-13
801140,轻工制造,603848,好太太,0.2448,2021-12-13
801140,轻工制造,603863,松炀资源,0.4657,2021-12-13
801140,轻工制造,603898,好莱客,0.2783,2021-12-13
801140,轻工制造,603899,晨光股份,1.967,2021-12-13
801140,轻工制造,603992,松霖科技,0.5243,2021-12-13
801140,轻工制造,605007,五洲特纸,0.3478,2021-12-13
801140,轻工制造,605080,浙江自然,0.2871,2021-12-13
801140,轻工制造,605099,共创草坪,0.3488,2021-12-13
801140,轻工制造,605155,西大门,0.2637,2021-12-13
801140,轻工制造,605268,王力安防,0.1987,2021-12-13
801140,轻工制造,605299,舒华体育,0.4302,2021-12-13
801140,轻工制造,605377,华旺科技,0.6201,2021-12-13
801140,轻工制造,605500,森林包装,0.1884,2021-12-13
801140,轻工制造,603216,梦天家居,0.3285,2021-12-15
801140,轻工制造,301101,明月镜片,0.614,2021-12-16
801140,轻工制造,603272,*ST联翔,0.2141,2022-05-20
801140,轻工制造,002103,广博股份,0.5666,2022-08-01
801140,轻工制造,301011,华立科技,0.3255,2022-08-01
801140,轻工制造,600076,康欣新材,0.6706,2022-08-01
801140,轻工制造,601996,丰林集团,0.4728,2022-08-01
801140,轻工制造,001323,慕思股份,0.4208,2022-08-09
801140,轻工制造,301336,趣睡科技,0.3351,2022-08-12
801140,轻工制造,001222,源飞宠物,0.3229,2022-08-18
801140,轻工制造,301296,新巨丰,0.309,2022-09-02
801140,轻工制造,001238,浙江正特,0.2938,2022-09-19
